PLAYER,WINDOW,POSITION,COUNTRY,TO,FROM,PRICE DESCRIPTION,PRICE,LEAGUE ,SEASON
Antonio Sanabria,Pre-Season,Attacker,PRY,Roma,Sassuolo,Sold,2500000,Serie A,14/15
Antonio Sanabria,Mid-Season,Attacker,PRY,Sassuolo,Barcelona,Sold,4500000,Serie A,13/14
Nelson Valdez,Pre-Season,Attacker,PRY,Rubin Kazan,Hercules,Sold,5000000,ROE,11-Dec
Lucas Barrios,Pre-Season,Attacker,PRY,Spartak Moscow,Guangzhou,Sold,7000000,ROE,13/14
Antonio Sanabria,Pre-Season,Attacker,PRY,Real Betis,Roma,Sold,7500000,La Liga,16/17
Gustavo Gomez,Pre-Season,Defender,PRY,AC Milan,Lanus,Sold,8500000,Serie A,16/17
Bogdan Lobont,Pre-Season,Goalkeeper,ROU,Roma,Dinamo Bucarest,Sold,1000000,Serie A,10-Nov
Adrian Stoian,Pre-Season,Midfielder,ROU,Roma,Bari,Sold,1200000,Serie A,Dec-13
Ianis Hagi,Pre-Season,Attacker,ROU,Fiorentina,Viitorul,Sold,2000000,Serie A,16/17
Raul Rusescu,Pre-Season,Attacker,ROU,Sevilla,Steaua,Sold,2000000,La Liga,13/14
Costel Pantilimon,Pre-Season,Goalkeeper,ROU,Manchestery City,Poli Timisoara,Sold,3400000,EPL,11-Dec
Vlad Chiriches,Pre-Season,Defender,ROU,Napoli,Tottenham,Sold,5000000,Serie A,15/16
Florin Gardos,Pre-Season,Defender,ROU,Southampton,Steaua,Sold,7500000,EPL,14/15
Vlad Chiriches,Pre-Season,Defender,ROU,Tottenham,Steaua,Sold,10000000,EPL,13/14
Pavel Pogrebnyak,Mid-Season,,RUS,Fulham,Stuttgart,Sold,3600000,EPL,11-Dec
Diniyar Bilyaletdinov,Mid-Season,Midfielder,RUS,Spartak Moscow,Everton,Sold,6000000,ROE,11-Dec
Denis Cheryshev,Pre-Season,Attacker,RUS,Villarreal,Real Madrid,Sold,8000000,La Liga,16/17
Roman Pavlyuchenko,Mid-Season,Attacker,RUS,Lokomotiv Moscow,Tottenham,Sold,9000000,ROE,11-Dec
Igor Denisov,Pre-Season,Midfielder,RUS,Anzhi,Zenit,Sold,12000000,ROE,13/14
Igor Denisov,Pre-Season,Midfielder,RUS,Dinamo Moscow,Anzhi,Sold,15000000,ROE,13/14
Aleksandr Kokorin,Pre-Season,Attacker,RUS,Anzhi,Dinamo Moscow,Sold,19000000,ROE,13/14
Zigic,Pre-Season,,RUS,Valencia,Santander,Sold,20000000,La Liga,07-Aug
Yuri Zhirkov,Pre-Season,,RUS,Chelsea,CSKA Moscow,Sold,20000000,EPL,09-Oct
Dymytro Chygrynsky,Pre-Season,,RUS,Barcelona,Shakhtar Donestsk,Sold,25000000,La Liga,09-Oct
Issa Cissokho,Pre-Season,Defender,SEN,Genoa,Nantes,Sold,500000,Serie A,15/16
Mouhamadou Dabo,Pre-Season,Defender,SEN,Lyon,Sevilla,Sold,1000000,ROE,11-Dec
Fallou Diagne,Pre-Season,Defender,SEN,Werder Bremen,Rennes,Sold,1500000,Bundesliga,16/17
Mame Biram Diouf,Mid-Season,Attacker,SEN,Hannover,Manchester United,Sold,1800000,ROE,11-Dec
Modou Sougou,Mid-Season,Attacker,SEN,Marseille,CFR Cluj,Sold,3000000,ROE,Dec-13
Baba Diawara,Mid-Season,Attacker,SEN,Sevilla,Maritimo,Sold,3000000,La Liga,11-Dec
Diafra Sakho,Pre-Season,Attacker,SEN,West Ham,Metz,Sold,4400000,EPL,14/15
Pape Diakhate,Pre-Season,Attacker,SEN,Granada,Dynamo Kiev,Sold,4500000,La Liga,11-Dec
Mohamed Diame,Pre-Season,Midfielder,SEN,Hull City,West Ham,Sold,4500000,EPL,14/15
Papy Djilobodji,Pre-Season,Defender,SEN,Chelsea,Nantes,Sold,5500000,EPL,15/16
Demba Ba,Pre-Season,Attacker,SEN,Besiktas,Chelsea,Sold,6000000,ROE,14/15
Henri Saivet,Mid-Season,,SEN,Newcastle,Bordeaux,Sold,6000000,EPL,15/16
Mamadou Niang,Pre-Season,Attacker,SEN,Fenerbahce,Marseille,Sold,8000000,ROE,10-Nov
Alfred N'Diaye,Pre-Season,Midfielder,SEN,Villarreal,Real Betis,Sold,8000000,La Liga,16/17
Idrissa Gueye,Pre-Season,Midfielder,SEN,Everton,Aston Villa,Sold,8500000,EPL,16/17
Demba Ba,Mid-Season,,SEN,Chelsea,Newcastle,Sold,8600000,EPL,Dec-13
Papy Djilobodji,Pre-Season,Defender,SEN,Sunderland,Chelsea,Sold,9500000,EPL,16/17
Moussa Sow,Mid-Season,Attacker,SEN,Fenerbahce,Lille,Sold,12000000,ROE,11-Dec
Papiss Cisse,Mid-Season,Attacker,SEN,Newcastle,Freiburg,Sold,12000000,ROE,11-Dec
Papiss Cisse,Mid-Season,,SEN,Newcastle,Freiburg,Sold,12000000,EPL,11-Dec
Idrissa Gueye,Pre-Season,Midfielder,SEN,Aston Villa,Lille,Sold,12500000,EPL,15/16
Oumar Niasse,Mid-Season,,SEN,Everton,Lokomotiv Moscow,Sold,18000000,EPL,15/16
Sadio Mane,Pre-Season,Attacker,SEN,Liverpool,Southampton,Sold,41000000,EPL,16/17
Nikola Ninkovic,Mid-Season,Midfielder,SRB,Genoa,Partizan Belgrade,Sold,500000,Serie A,15/16
Milos Veljkovic,Mid-Season,Defender,SRB,Werder Bremen,Tottenham,Sold,650000,Bundesliga,15/16
Aleksandar Ignjovski,Pre-Season,Defender,SRB,SC Freiburg,Eint. Frankfurt,Sold,750000,Bundesliga,16/17
Aleksandar Ignjovski,Pre-Season,Defender,SRB,SC Freiburg,E. Frankfurt,Sold,750000,EPL,09-Oct
Nemanja Radoja,Pre-Season,Midfielder,SRB,Celta Vigo,Vojvodina,Sold,900000,La Liga,14/15
Nikola Djurdjic,Mid-Season,Attacker,SRB,Greuther Furth,Haugesund,Sold,1000000,Bundesliga,Dec-13
Dejan Drazic,Pre-Season,Attacker,SRB,Celta,OFK Beograd,Sold,1000000,La Liga,15/16
Stefan Mitrovic,Pre-Season,Defender,SRB,Benfica,Kortrijk,Sold,1200000,ROE,13/14
Ivan Saponjic,Mid-Season,Attacker,SRB,Benfica,Partizan,Sold,1500000,ROE,15/16
Mijat Gacinovic,Pre-Season,Midfielder,SRB,Eint. Frankfurt,Vojvodina,Sold,1500000,Bundesliga,15/16
Filip Mladenovic,Mid-Season,Defender,SRB,Koln,BATE Borisov,Sold,1500000,Bundesliga,15/16
Sasa Lukic,Pre-Season,Midfielder,SRB,Torino,Partizan Belgrade,Sold,1500000,Serie A,16/17
Darko Brasanac,Pre-Season,Midfielder,SRB,Real Betis,Partizan,Sold,1500000,La Liga,16/17
Stefan Mitrovic,Pre-Season,Defender,SRB,Freiburg,Benfica,Sold,1800000,Bundesliga,14/15
Zdravko Kuzmanovic,Pre-Season,Midfielder,SRB,Basel,Inter Milan,Sold,2000000,ROE,15/16
Vukasin Jovanovic,Mid-Season,Defender,SRB,Zenit,Red Star,Sold,2000000,ROE,15/16
Radosav Petrovic,Pre-Season,Midfielder,SRB,Sporting CP,Dynamo Kyiv,Sold,2000000,ROE,16/17
Nikola Djurdjic,Pre-Season,Attacker,SRB,Augsburg,Fortuna Dusseldorf,Sold,2000000,Bundesliga,14/15
Zdravko Kuzmanovic,Mid-Season,Midfielder,SRB,Inter Milan,Stuttgart,Sold,2000000,Serie A,Dec-13
Srdjan Babic,Pre-Season,Defender,SRB,Real Sociedad,Vojvodina,Sold,2000000,La Liga,15/16
Aleksandar Katai,Pre-Season,Midfielder,SRB,Alaves,Red Star,Sold,2000000,La Liga,16/17
Milos Jojic,Mid-Season,Midfielder,SRB,Bor. Dortmund,Partizan Belgrade,Sold,2200000,Bundesliga,13/14
Bosko Jankovic,Pre-Season,Midfielder,SRB,Hellas Verona,Genoa,Sold,2500000,Serie A,13/14
Dejan Lekic,Pre-Season,Attacker,SRB,Osasuna,Red Star,Sold,2500000,La Liga,10-Nov
Milan Bisevac,Pre-Season,Defender,SRB,Lyon,PSG,Sold,2750000,ROE,Dec-13
Stefan Scepovic,Pre-Season,Attacker,SRB,Celtic,Sporting Gijon,Sold,3000000,ROE,14/15
Milos Jojic,Pre-Season,Midfielder,SRB,Koln,Bor. Dortmund,Sold,3000000,Bundesliga,15/16
Ljubomir Fejsa,Pre-Season,Midfielder,SRB,Benfica,Olympiakos,Sold,4500000,ROE,13/14
Filip Kostic,Pre-Season,Midfielder,SRB,Stuttgart,Groningen,Sold,5000000,Bundesliga,14/15
Dusan Basta,Pre-Season,Defender,SRB,Lazio,Udinese,Sold,5500000,Serie A,14/15
Filip Djuricic,Pre-Season,Midfielder,SRB,Benfica,Heerenveen,Sold,6000000,ROE,13/14
Milos Krasic,Pre-Season,Midfielder,SRB,Fenerbahce,Juventus,Sold,7000000,ROE,Dec-13
Marko Grujic,Mid-Season,,SRB,Liverpool,Red Star,Sold,7000000,EPL,15/16
Nikola Zigic,Pre-Season,Attacker,SRB,Birmingham,Valencia,Sold,7200000,EPL,10-Nov
Dusan Tadic,Pre-Season,Midfielder,SRB,Twente,Groningen,Sold,7700000,ROE,Dec-13
Adem Ljajic,Mid-Season,Midfielder,SRB,Fiorentina,Partizan Belgrade,Sold,8000000,Serie A,09-Oct
Adem Ljajic,Pre-Season,Midfielder,SRB,Torino,Roma,Sold,8500000,Serie A,16/17
Matija Nastasic,Pre-Season,Defender,SRB,Schalke,Manchester City,Sold,9500000,Bundesliga,15/16
Adem Ljajic,Pre-Season,Attacker,SRB,Roma,Fiorentina,Sold,12000000,Serie A,13/14
Matija Nastasic,Pre-Season,Defender,SRB,Manchester City,Fiorentina,Sold,12500000,EPL,Dec-13
Filip Kostic,Pre-Season,Midfielder,SRB,Hamburg,Stuttgart,Sold,14000000,Bundesliga,16/17
Dusan Tadic,Pre-Season,Midfielder,SRB,Southampton,Twente,Sold,14000000,EPL,14/15
Milos Krasic,Pre-Season,Attacker,SRB,Juventus,CSKA Moscow,Sold,15000000,Serie A,10-Nov
Aleksandar Mitrovic,Pre-Season,Attacker,SRB,Newcastle,Anderlecht,Sold,18000000,EPL,15/16
Aleksandar Kolarov,Pre-Season,Defender,SRB,Manchester City,Lazio,Sold,20000000,EPL,10-Nov
Lazar Markovic,Pre-Season,Attacker,SRB,Liverpool,Benfica,Sold,25000000,EPL,14/15
Nemanja Matic,Mid-Season,,SRB,Chelsea,Benfica,Sold,25000000,EPL,13/14
Martin Skriniar,Mid-Season,Defender,SVK,Sampdoria,MSK Zilina,Sold,1000000,Serie A,15/16
Tomas Hubocan,Pre-Season,Defender,SVK,Marseille,Dynamo Moscow,Sold,1200000,ROE,16/17
Norbert Gyomber,Pre-Season,Defender,SVK,Roma,Catania,Sold,1500000,Serie A,16/17
Juraj Kucka,Pre-Season,Midfielder,SVK,AC Milan,Genoa,Sold,3500000,Serie A,15/16
Juraj Kucka,Mid-Season,Midfielder,SVK,Genoa,Sparta Prague,Sold,3600000,Serie A,10-Nov
Ondrej Duda,Pre-Season,Midfielder,SVK,Hertha,Legia Warsaw,Sold,5000000,Bundesliga,16/17
Martin Skrtel,Pre-Season,Defender,SVK,Fenerbahce,Liverpool,Sold,6600000,ROE,16/17
Rene Krhin,Pre-Season,Midfielder,SVN,Granada,Inter Milan,Sold,1300000,La Liga,15/16
Tim Matavz,Pre-Season,Attacker,SVN,Augsburg,PSV Eindhoven,Sold,4000000,Bundesliga,14/15
Robert Beric,Pre-Season,Attacker,SVN,Saint Etienne,Rapid Wien,Sold,4500000,ROE,15/16
Josip Ilicic,Pre-Season,Midfielder,SVN,Fiorentina,Palermo,Sold,9000000,Serie A,13/14
Kevin Kampl,Pre-Season,Midfielder,SVN,Bayer Leverkusen,Bor. Dortmund,Sold,10000000,Bundesliga,15/16
Samir Handanovic,Pre-Season,Goalkeeper,SVN,Inter Milan,Udinese,Sold,11000000,Serie A,Dec-13
Kevin Kampl,Mid-Season,Midfielder,SVN,Bor. Dortmund,Salzburg,Sold,12000000,Bundesliga,14/15
Jan Oblak,Pre-Season,Goalkeeper,SVN,Atletico Madrid,Benfica,Sold,16000000,La Liga,14/15
Emil Johansson,Pre-Season,Defender,SWE,FC Groningen,Molde,Sold,500000,ROE,11-Dec
Marcus Rohden,Pre-Season,Midfielder,SWE,Crotone,Elfsborg,Sold,500000,Serie A,16/17
Philip Haglund,Mid-Season,Midfielder,SWE,Heerenveen,Brommapojkarna,Sold,1000000,ROE,09-Oct
Albin Ekdal,Pre-Season,Midfielder,SWE,Cagliari,Juventus,Sold,1500000,Serie A,11-Dec
Mathias Ranegie,Pre-Season,Attacker,SWE,Udinese,Malmo,Sold,2000000,Serie A,Dec-13
Andreas Granqvist,Pre-Season,Defender,SWE,Genoa,FC Groningen,Sold,2000000,Serie A,11-Dec
Ola Toivonen,Mid-Season,Attacker,SWE,Rennes,PSV Eindhoven,Sold,2500000,ROE,13/14
Denni Avdic,Mid-Season,Attacker,SWE,Werder Bremen,Elfsborg,Sold,2800000,ROE,10-Nov
Martin Olsson,Pre-Season,Defender,SWE,Norwich,Blackburn,Sold,2900000,EPL,13/14
Kim Kallstrom,Pre-Season,Midfielder,SWE,Spartak Moscow,Lyon,Sold,3000000,ROE,Dec-13
Pontus Wernbloom,Mid-Season,Midfielder,SWE,CSKA Moscow,AZ Alkmaar,Sold,3000000,ROE,11-Dec
Pontus Wernbloom,Mid-Season,Midfielder,SWE,CSKA Moscow,AZ Alkmaar,Sold,3000000,ROE,11-Dec
Isaac Thelin,Mid-Season,Attacker,SWE,Bordeaux,Malmo,Sold,3500000,ROE,14/15
Albin Ekdal,Pre-Season,Midfielder,SWE,Hamburg,Cagliari,Sold,4500000,Bundesliga,15/16
Rasmus Elm,Pre-Season,Midfielder,SWE,CSKA Moscow,AZ Alkmaar,Sold,6000000,ROE,Dec-13
Zlatan Ibrahimovic,Pre-Season,Attacker,SWE,PSG,AC Milan,Sold,20000000,ROE,Dec-13
Zlatan Ibrahimovic,Pre-Season,,SWE,Barcelona,Inter Milan,Sold,69000000,La Liga,09-Oct
Razak Boukari,Mid-Season,Attacker,TGO,Rennes,Lens,Sold,5000000,ROE,10-Nov
Emmanuel Adebayor,Pre-Season,Attacker,TGO,Tottenham,Manchester City,Sold,6300000,EPL,Dec-13
Saber Khelifa,Pre-Season,Attacker,TUN,Marseille,Evian,Sold,2500000,ROE,13/14
Wahbi Khazri,Mid-Season,,TUN,Sunderland,Bordeaux,Sold,11800000,EPL,15/16
Aymen Abdennour,Pre-Season,Defender,TUN,Monaco,Toulouse,Sold,13000000,ROE,14/15
Aymen Abdennour,Pre-Season,Defender,TUN,Valencia,Monaco,Sold,30000000,La Liga,15/16
Nadir Ciftci,Pre-Season,Attacker,TUR,Cetlic,Dundee Utd,Sold,2100000,ROE,15/16
Umut Bulut,Pre-Season,Attacker,TUR,Galatasaray,Toulouse,Sold,2700000,ROE,13/14
Enes Unal,Pre-Season,Attacker,TUR,Manchester City,Bursaspor,Sold,3000000,EPL,15/16
Hamit Altintop,Pre-Season,Midfielder,TUR,Galatasaray,Real Madrdi,Sold,3500000,ROE,Dec-13
Mevlut Erding,Pre-Season,Attacker,TUR,Hannover,Saint Etienne,Sold,3500000,Bundesliga,15/16
Mevlut Erding,Pre-Season,Attacker,TUR,Saint Etienne,Rennes,Sold,4000000,ROE,13/14
Emre Mor,Pre-Season,Midfielder,TUR,Bor. Dortmund,Nordsjaelland,Sold,4000000,Bundesliga,16/17
Mehmet Topal,Pre-Season,Midfielder,TUR,Valencia,Galatasaray,Sold,4200000,La Liga,10-Nov
Mehmet Topal,Pre-Season,Midfielder,TUR,Fenerbahce,Valencia,Sold,4500000,ROE,Dec-13
Burak Yilmaz,Pre-Season,Attacker,TUR,Galatasaray,Trabzonspor,Sold,5000000,ROE,Dec-13
Gokhan Tore,Pre-Season,Midfielder,TUR,Rubin Kazan,Hamburg,Sold,5000000,ROE,Dec-13
Wolfsburg,Mid-Season,Attacker,TUR,Wolfsburg,Stoke City,Sold,5800000,ROE,10-Nov
Ozan Tufan,Pre-Season,Midfielder,TUR,Fenerbahce,Bursaspor,Sold,7000000,ROE,15/16
Mevlut Erding,Mid-Season,Attacker,TUR,Rennes,PSG,Sold,8000000,ROE,11-Dec
Arda Turan,Pre-Season,Midfielder,TUR,Atletico Madrid,Galatasaray,Sold,12000000,La Liga,11-Dec
Hakan Calhanoglu,Pre-Season,Midfielder,TUR,Bayer Leverkusen,Hamburg,Sold,14000000,Bundesliga,14/15
Arda Turan,Pre-Season,Midfielder,TUR,Barcelona,Atletico Madrid,Sold,35000000,La Liga,15/16
Denys Boyko,Mid-Season,Goalkeeper,UKR,Besiktas,Dnipro,Sold,3300000,ROE,15/16
Dmytro Chygrynskiy,Pre-Season,Defender,UKR,Shakhtar Donetsk,Barcelona,Sold,15000000,ROE,10-Nov
Leandro Rodriguez,Pre-Season,Attacker,URY,Everton,RP Montevideo,Sold,700000,EPL,15/16
Nicolas Lopez,Pre-Season,Attacker,URY,Udinese,Roma,Sold,1000000,Serie A,13/14
Ruben Olivera,Mid-Season,Midfielder,URY,Fiorentina,Lecce,Sold,1500000,Serie A,11-Dec
Diego Ifran,Pre-Season,Attacker,URY,Real Sociedad,Danubio,Sold,1500000,La Liga,10-Nov
Diego Laxalt,Pre-Season,Midfielder,URY,Inter Milan,Defensor Sporting,Sold,2300000,Serie A,13/14
Sebastian Fernandez,Pre-Season,Attacker,URY,Malaga,Banfield,Sold,2500000,La Liga,10-Nov
Guillermo Varela,Pre-Season,Defender,URY,Manchester Utd,Penarol,Sold,2800000,EPL,13/14
Mauro Arambarri,Mid-Season,Midfielder,URY,Bordeaux,Defensor Sporting,Sold,3000000,ROE,15/16
Diego Lugano,Pre-Season,Defender,URY,PSG,Fenerbahce,Sold,3000000,ROE,11-Dec
Egidio Arevalo Rios,Pre-Season,Midfielder,URY,Palermo,Tijuana,Sold,3000000,Serie A,Dec-13
Martin Caceres,Pre-Season,Defender,URY,Sevilla,Barcelona,Sold,3000000,La Liga,11-Dec
Emiliano Alfaro,Mid-Season,Attacker,URY,Lazio,Liv. Montevideo,Sold,3200000,Serie A,11-Dec
Michael Santos,Pre-Season,Attacker,URY,Malaga,River Montevideo,Sold,4000000,La Liga,16/17
Alexis Rolin,Pre-Season,Defender,URY,Catania,Nacional Montevideo,Sold,5000000,Serie A,Dec-13
Sebastian Coates,Pre-Season,Defender,URY,Liverpool,Nacional,Sold,7900000,EPL,11-Dec
Martin Caceres,Pre-Season,Defender,URY,Juventus,Sevilla,Sold,8000000,Serie A,Dec-13
Diego Godin,Pre-Season,Defender,URY,Atletico Madrid,Villarreal,Sold,8000000,La Liga,10-Nov
Jorge Martinez,Pre-Season,Attacker,URY,Juventus,Catania,Sold,12000000,Serie A,10-Nov
Abel Hernandez,Pre-Season,Attacker,URY,Hull City,Palermo,Sold,12000000,EPL,14/15
Alvaro Pereira,Pre-Season,Midfielder,URY,Inter Milan,Porto,Sold,15000000,Serie A,Dec-13
Gaston Ramirez,Pre-Season,Midfielder,URY,Southampton,Bologna,Sold,15000000,EPL,Dec-13
S. Sabrosa,Pre-Season,,URY,Atletico Madrid,Benfica,Sold,20000000,La Liga,07-Aug
D. Forlan,Pre-Season,,URY,Atletico Madrid,Villarreal,Sold,21000000,La Liga,07-Aug
Luis Suarez,Mid-Season,,URY,Liverpool,Ajax,Sold,26500000,EPL,10-Nov
Edinson Cavani,Pre-Season,Attacker,URY,PSG,Napoli,Sold,64500000,ROE,13/14
Luis Suarez,Pre-Season,Attacker,URY,Barcelona,Liverpool,Sold,95000000,La Liga,14/15
Alejandro Bedoya,Mid-Season,Midfielder,USA,Philadelphia Union,Nantes,Sold,1000000,MLS,16
Geoff Cameron,Pre-Season,Defender,USA,Stoke,Houston Dynamo,Sold,2000000,EPL,Dec-13
Brek Shea,Mid-Season,,USA,Stoke,FC Dallas,Sold,2900000,EPL,Dec-13
DeAndre Yedlin,Pre-Season,Defender,USA,Tottenham,Seattle Sounders,Sold,3000000,EPL,14/15
Tim Ream,Mid-Season,,USA,Bolton,New York Red Bulls,Sold,3000000,EPL,11-Dec
Michael Bradley,Pre-Season,Midfielder,USA,Roma,Chievo,Sold,3750000,Serie A,Dec-13
Matt Miazga,Mid-Season,,USA,Chelsea,NY Red Bulls,Sold,4600000,EPL,15/16
Clint Dempsey,Pre-Season,Attacker,USA,Tottenham,Fulham,Sold,7500000,EPL,Dec-13
Jose S. Rondon,Pre-Season,Attacker,VEN,Malaga,Las Palmas,Sold,1000000,La Liga,10-Nov
Salomon Rondon,Pre-Season,Attacker,VEN,Rubin Kazan,Malaga,Sold,10000000,ROE,Dec-13
Salomon Rondon,Pre-Season,Attacker,VEN,West Brom,Zenit,Sold,17000000,EPL,15/16
Salomon Rondon,Mid-Season,Attacker,VEN,Zenit,Rubin Kazan,Sold,18000000,ROE,13/14
Bongani Khumalo,Mid-Season,,ZAF,Tottenham,SuperSport Utd,Sold,1800000,EPL,10-Nov
Benni McCarthy,Mid-Season,,ZAF,West Ham,Blackburn,Sold,2500000,EPL,09-Oct
Steven Pienaar,Mid-Season,,ZAF,Tottenham,Everton,Sold,3500000,EPL,10-Nov
Steven Pienaar,Pre-Season,Midfielder,ZAF,Everton,Tottenham,Sold,5750000,EPL,Dec-13
Emmanuel Mayuka,Pre-Season,Attacker,ZMB,Sochaux,Southampton,Loan,0,ROE,13/14
Nathan Sinkala,Mid-Season,Midfielder,ZMB,Sochaux,TP Mazembe,Loan,0,ROE,13/14
Stoppilla Sunzu,Mid-Season,Defender,ZMB,Sochaux,TP Mazembe,Sold,1000000,ROE,13/14
Emmanuel Mayuka,Pre-Season,Attacker,ZMB,Southampton,Young Boys,Sold,4000000,EPL,Dec-13
Benjani,Pre-Season,Attacker,ZWE,Blackburn,Manchester City,Loan,0,EPL,10-Nov
Benjani Mwaruwari,Mid-Season,,ZWE,Sunderland,Manchester City,Loan,0,EPL,09-Oct
